"","country","FracGroups","FracParties","MeasuredSeg_transport"
"3","Bolivia",0.431834319526627,0.499763313609467,0.146272189349112
"118","South Africa",0.430051775147929,0.496352194252618,0.246289888504421
"14","Egypt",0.0176753620836545,0.766592898051981,0.00871759503428133
"121","Ireland",0.0144396694214877,0.767365289256198,0.0106314049586777
