"country","AvgCleavage20","FracGroups","FracParties","qog_log_pop","qog_urban_pct","qog_gdppc_ppp_log","Democracy","Corruption_Worse","ConflictAny","EthnicConflict","growth_pct_pa"
NA,0.05331088664422,0.399959187837976,0.086011631466177,14.6661652065999,90.423,9.88085140381376,0.379,NA,0,0,NA
NA,0.152609423995331,0.530706273064578,0.265813553655827,14.7862576564345,63.222,7.90490775401822,0.388,NA,0,0,NA
NA,0.0204888888888889,0.0837333333333333,0.480533333333333,15.1261677013071,59.872,9.84774508051101,0.65,NA,0,0,NA
NA,0.0266140683481675,0.0481820631278173,0.774065754800966,18.2367107652573,77.544,11.0339158284712,0.8945,NA,0,0,NA
NA,0.111391585225776,0.608453140671223,0.34193462193111,17.30694560931,57.985,8.78634027737086,0.751666666666667,NA,0,0,NA
NA,0.00586832027295828,0.0145003197255315,0.554482528356469,16.1734553313802,80.038,10.4048158516093,0.8845,NA,0,0,NA
NA,0.0983692431220854,0.179538844949745,0.508310458170196,16.6551588006384,52.245,9.40149137945092,0.587333333333333,NA,0,0,NA
NA,0.109077929803688,0.581674928944411,0.28192742415229,16.4205608623614,37.264,8.22552714742318,0.3345,NA,0,0,NA
NA,0.103608962918897,0.631171921475312,0.235838455945535,14.5385664795301,44.617,7.73106341378988,0.4805,NA,0,0,NA
NA,0.112330437433318,0.324798049077885,0.270995275110501,13.5980595234882,26.897,10.0508782867843,0.623,NA,0,0,NA
NA,0.25,0.222222222222222,0.463867301453943,16.2532879510121,57.964,8.04397272715014,0.4145,NA,0,0,NA
NA,0.00252372054648256,0.182682585519344,0.185202261641874,16.1455498128128,58.982,8.73390656934996,0.401666666666667,NA,0,0,NA
NA,0.0228908360899977,0.0345698340950986,0.524910987096285,16.0886556146638,72.245,10.5622502566769,0.4675,NA,0,0,NA
NA,0,0,0.663255093765245,12.8280460066356,93.944,11.0343478523108,0.878,NA,0,0,NA
NA,0.33483833323003,0.84260132280418,0.680299019104555,21.0651262753864,35.393,8.99813599446323,0.574,NA,1,0,NA
NA,0.147017873092358,0.566730260492627,0.512948811089822,19.4277374956481,57.29,9.46475800268764,0.652,NA,0,0,NA
NA,0.0331534125716473,0.583649115299878,0.0738102038767883,18.2919769027846,76.345,9.61862643826922,0.171333333333333,NA,0,0,NA
NA,0.149416890939382,0.238546072023581,0.155922081250801,17.5890434279279,71.119,9.44117637920553,0.406333333333333,NA,1,0,NA
NA,0.017765578086755,0.028383345167341,0.727948413504351,15.431559370167,63.912,11.6450105767531,0.895,NA,0,0,NA
NA,0.155466338734568,0.368690522119341,0.448423032407408,16.0531730560739,92.674,10.7391459864269,0.735333333333333,NA,1,0,NA
NA,0.00751694696397077,0.00814577506928699,0.809365833648274,17.8953026277813,71.346,10.8178085885673,0.8585,NA,0,0,NA
NA,0.0556271304654612,0.109591290655043,0.343441701532328,14.8549724501116,56.652,9.17066244537498,0.795,NA,0,0,NA
NA,0,0,0.55878719894583,18.6492622268791,91.867,10.704352580738,0.841,NA,0,0,NA
NA,0,0.0197147729615262,0,16.2267956044815,91.626,9.11767882769765,0.255666666666667,NA,0,0,NA
NA,0.0368565857764454,0.374590460047987,0.370459537644993,16.7699705272905,57.821,10.4309902021444,0.234,NA,0,0,NA
NA,0.18693677779326,0.901234754288745,0.311861741342237,17.7859083904351,28.493,8.58678677098316,0.486,NA,0,0,NA
NA,0,0,0.366626573334648,17.0725260888311,62.642,NA,0.0843333333333333,NA,0,0,NA
NA,0.0548918097766845,0.0870324388163782,0.484501643050836,NA,NA,NA,0.584,NA,0,0,NA
NA,0,0,0,15.2624563640703,100,10.8131362241445,0.32,NA,0,0,NA
NA,0.0097817665289256,0.0436144111570248,0.522834595959596,15.7285137344777,37.146,8.66602500348218,0.47,NA,0,0,NA
NA,0.279897990104322,0.359747652502807,0.751938074308771,14.4491677852279,68.421,10.5126522057609,0.827,NA,0,0,3.87597517043986e-14
NA,0.462084088154413,0.584697441645271,0.681805445138083,15.536960396301,89.093,9.38093161564837,0.4665,NA,0,0,NA
NA,0,0,0.461023024593031,14.6403235169723,29.48,7.83081415632359,0.602666666666667,NA,0,0,NA
NA,0.0466506422660051,0.792141391949492,0.0703729901416969,15.4629022274555,52.573,7.35163452453603,0.624666666666667,NA,0,0,NA
NA,0,0,0,15.7228694954144,80.994,9.80761097543746,0.2215,NA,0,0,NA
NA,0.0835722549167547,0.094914742719179,0.798853176399577,14.8454295731186,68.249,10.7452716896634,0.8165,NA,0,0,NA
NA,0.00655692917150467,0.0108826810554834,0.236777997859891,13.3693234503362,91.672,11.8346273250323,0.875666666666667,NA,0,0,NA
NA,0.214016747977694,0.407835837549303,0.550372167893775,14.4237064199745,58.786,10.015542962884,0.527,NA,0,0,NA
NA,0.0376130877520386,0.0841109172785915,0.422228082275143,17.1798936327537,39.207,7.40385551171949,0.359,NA,0,0,NA
NA,0.100301099887883,0.569466577455818,0.300433441910122,16.8057146794036,17.695,7.45519749647259,0.528,NA,0,0,NA
NA,0.39548476285378,0.555332609772572,0.773758280477481,17.3292587629534,77.696,10.3240413482013,0.368,NA,0,0,NA
NA,0.281900640093696,0.633903769428609,0.815571785148992,16.9022247031513,44.677,7.78299963064015,0.558,NA,1,0,NA
NA,0.012879661668589,0.0962129950019225,0.661262014609766,13.1587647352926,94.81,10.8872912185014,0.791,NA,0,0,NA
NA,0,0.444444444444444,0,15.3448167921004,56.133,8.69754673811663,0.388,NA,0,0,NA
NA,0.268389270874555,0.63584353270394,0.635721740912431,14.0516366699558,40.775,10.031774030784,0.744,NA,0,0,NA
NA,0.0154913102691892,0.0480889049661273,0.740534699160766,18.6573731969553,81.016,9.95853977182225,0.654333333333333,NA,0,0,NA
NA,0.254895990356856,0.494289659241442,0.64943014375174,NA,NA,NA,0.541,NA,0,0,3.27055910262771
NA,0.0299967126890203,0.422991329737043,0.27465483234714,15.0238085949709,68.785,9.61254260054385,0.6685,NA,0,0,NA
NA,0.134634374679389,0.358837975787422,0.436326562019083,13.3362013659577,67.826,10.1068338849621,0.475666666666667,NA,0,0,NA
NA,0.0619017687006761,0.119648090192061,0.576495505303725,17.4284961692833,64.065,9.05734420122802,0.2615,NA,0,0,NA
NA,0.183524330460319,0.322962038248686,0.58231736049131,17.8007484111149,31.448,8.54459184659199,0.322333333333333,NA,1,0,NA
NA,0.151238109393579,0.398375445897741,0.419496135552913,14.7437895427172,53.005,9.2859192949807,0.663,NA,0,0,NA
NA,0.238678821508786,0.281782269784647,0.5880301228696,16.6795978870025,92.572,11.1227428784304,0.876,NA,0,0,NA
NA,0.140850742238241,0.448576070931689,0.646231462999521,15.446964332956,86.789,10.7829906629349,0.885,NA,0,0,0.324415205874686
NA,0.0340455366352941,0.102388314098386,0.405196843375485,15.7398380392481,59.277,8.83546234949983,0.323666666666667,NA,0,0,NA
NA,0.276939164396024,0.579941894789873,0.793932014542609,17.0444445098556,16.751,7.33854418056547,0.5355,NA,0,0,NA
NA,0.0164219286371609,0.40898817385246,0.0286855736909018,19.1786850964378,52.746,8.6347387016401,0.526,NA,1,0,NA
NA,0,0,0.773372976641637,15.503449066552,83.323,11.3987387771908,0.892,NA,0,0,NA
NA,0,0,0,15.3241267499194,87.044,10.5695459691242,0.171,NA,0,0,NA
NA,0.305323467108684,0.575194118700953,0.62027082048637,19.2596675213423,37.44,8.62237911810362,0.442666666666667,NA,1,0,NA
NA,0,0,0.233072267234475,NA,NA,NA,NA,NA,0,0,NA
NA,0.115519407524962,0.417770807159074,0.66626991998942,15.2859776250235,68.775,10.3383765751468,0.737666666666667,NA,0,0,NA
NA,0.121142916565214,0.473096390309229,0.669226625273923,15.7181849385943,62.496,9.63959262591998,0.6085,NA,0,0,NA
NA,0.362623456790124,0.529228395061728,0.474074074074074,17.3334673700962,78.5,9.61771217455883,0.809,NA,1,0,NA
NA,0.0441817314069776,0.12930358993451,0.718317012974401,NA,NA,NA,0.5175,NA,1,0,NA
NA,0.00447185932722767,0.0103951931546452,0.458495024355054,17.4464198453266,60.075,10.6081355621028,0.825,NA,0,0,NA
NA,0.000943533168819857,0.00200198383897036,0.664510409696604,16.1536395166311,66.849,10.5657375834019,0.894,NA,0,0,0.531250311830866
NA,0.00732200590827577,0.121372524948051,0.251645600303769,NA,NA,NA,NA,NA,0,0,NA
NA,0,0,0,14.804395402399,99.278,11.597865127074,0.042,NA,0,0,NA
NA,0.046888311899063,0.111429684929183,0.24003678310141,16.7663531480741,54.329,10.5445293694335,0.681333333333333,NA,0,0,NA
NA,0.0820703703703704,0.371679012345679,0.49435061728395,18.7904963045644,74.934,10.5697386570646,0.2805,NA,1,0,1.17484208460667
NA,0.0991929316105141,0.49969391109501,0.454234257805686,16.4153731398034,17.568,7.90450383112498,0.221,NA,1,0,NA
NA,0,0,0,17.3976506573697,84.508,10.7738271468987,0.018,NA,0,0,NA
NA,0.108612072279892,0.464436755094195,0.316416762783545,16.6414457154547,48.6,8.35673948870432,0.683,NA,0,0,NA
NA,0.0522139868901818,0.076085813639946,0.54016412200585,15.7374684131828,56.651,10.0245642900955,0.473333333333333,NA,0,0,NA
NA,0.134673312757202,0.804201364491476,0.219825989711934,15.9461965115869,43.372,7.39263251071015,0.517666666666667,NA,0,0,NA
NA,0.048192178790055,0.285002623670531,0.456865600740399,15.5117802645973,100,11.7895270676439,0.4075,NA,0,0,NA
NA,0.0910164507684188,0.122239869210121,0.742740916458361,15.5106209013998,53.82,10.5398206333043,0.838,NA,0,0,NA
NA,0.0180609418282549,0.055595567867036,0.246648199445984,14.561287664222,55.427,10.747252706555,0.846,NA,0,0,NA
NA,0.362652984541064,0.792653368337191,0.64755506391134,13.4699888985503,25.128,7.90625002266375,0.581,NA,0,0,NA
NA,0,0,0,16.652574186037,46.731,7.28753929374789,0.156,NA,0,0,NA
NA,0,0,0.692231404958678,NA,NA,NA,0.438,NA,0,0,NA
NA,0.140765938080555,0.406180102435162,0.433979843673398,17.8996743886263,67.847,9.55906186854076,0.756333333333333,NA,0,0,NA
NA,0,0,0.647299763350023,17.7623124840673,81.414,10.7907908224414,0.7425,NA,0,0,NA
NA,0.137876159910905,0.296594732122341,0.600849818352204,17.6744659379153,81.056,10.6832848879269,0.8735,NA,0,0,NA
NA,0,0.170146386318667,0,16.9136188981351,18.86,9.56914260610608,0.4975,NA,1,0,NA
NA,0,0,0,13.3260957447984,66.219,9.82267546216647,0.76,NA,0,0,NA
NA,0.0403959029508243,0.153575085599731,0.632822964147657,16.1588354981046,88.238,11.0568254453704,0.9135,NA,0,0,NA
NA,0.112129159382714,0.446717893991128,0.763007125058869,15.9793559758898,73.996,11.3096238454165,0.9025,NA,0,0,NA
NA,0,0,0.246178400193615,16.8753609674313,56.124,7.97746404274045,0.137,NA,0,0,NA
NA,0.0387308918056651,0.100979547684842,0.517052605029922,NA,NA,NA,0.831,NA,0,0,NA
NA,0.00332409972299167,0.0206094182825485,0.172875340304821,16.092784407055,27.726,8.31251809909875,0.196,NA,1,0,NA
NA,0.0386053333333333,0.06328,0.607909333333333,18.0866210368401,52.163,9.91743649780472,0.395333333333333,NA,1,0,2.4417629570851
NA,0.163265306122449,0.306122448979592,0.204081632653061,14.0938556764088,31.695,8.84937053543988,0.662,NA,0,0,NA
NA,0.141414141414141,0.334047546168758,0.182634425058668,14.2379396276438,53.265,10.2267181404546,0.762,NA,0,0,NA
NA,0.000945361600812295,0.00416659372209871,0.195479771012413,16.3220927532443,69.888,9.40582940015144,0.5265,NA,0,0,NA
NA,0.0670022023981925,0.321742226050853,0.494895818619774,18.2480796064354,76.569,10.3620993703041,0.4085,NA,1,0,NA
NA,0.0121527777777778,0.0767957899305555,0.124565972222222,15.662681870369,52.998,NA,0.1465,NA,0,0,NA
NA,0.134615238409919,0.328538291992772,0.67807980285738,17.5962621522278,69.757,9.8003659565774,0.5525,NA,0,0,NA
NA,0,0,0,16.0525053769225,87.299,11.1405935238117,0.089,NA,0,0,NA
NA,0.0284821271519485,0.0719486317075988,0.663143327158811,18.0205955182899,84.152,10.8750546927726,0.869,NA,0,0,NA
NA,0.0338079600039213,0.0977467486847697,0.22128141031925,19.6207930370849,82.873,11.1712218351558,0.874333333333333,NA,0,0,NA
NA,0.00238089890164191,0.00471687518249819,0.615027747863354,15.0469798452377,95.603,10.281493370731,0.906,NA,0,0,NA
NA,0.0410599662217977,0.150002711675836,0.55281321789307,17.3684299583567,50.427,9.00726850695235,0.175,NA,0,0,NA
NA,0.0089073313148789,0.0252351859861592,0.308607266435986,17.1548278195852,88.325,NA,0.3145,NA,0,0,NA
NA,0.0257185498149798,0.284786830023879,0.24328707729172,18.3950349745023,38.052,9.41166845675538,0.1555,NA,0,0,NA
NA,0.00322018077089452,0.0150700088791749,0.518813833299183,17.3114616312866,38.546,NA,0.241,NA,1,0,NA
NA,0.142183215688138,0.481822653960851,0.344539340959161,16.7845458678076,45.192,8.16806326015966,0.449,NA,0,0,NA
NA,0.0130766624508914,0.252626777156188,0.22203557286696,16.5876944482707,32.303,8.09446017324507,0.286333333333333,NA,0,0,NA
