"","country","FracGroups","FracParties","MeasuredSeg_transport"
"128","Haiti",0.444444444444444,0.666666666666667,0.444444444444444
"263","Panama",0.447916666666667,0.665344177742511,0.10553461614759
"123","Guinea",0.444444444444444,0.444444444444444,0.444444444444444
"125","Guinea-Bissau",0.444444444444444,0.444444444444444,0.444444444444444
