"","country","FracGroups","FracParties","MeasuredSeg_transport"
"22","El Salvador",0.365911989795918,0.641203703703704,0.191231898432851
"73","Russian Federation",0.367358024691358,0.642765432098765,0.112562962962963
"118","Colombia",0.0735763982203113,0.827285346024192,0.0465331482583119
"189","Thailand",0.077088,0.821712,0.042872
