"","country","FracGroups","FracParties","MeasuredSeg_transport"
"145","India",0.856529263359813,0.821155971585868,0.527115247033078
"34","Indonesia",0.852009626805803,0.818286965205568,0.209874316702011
"22","Egypt",0.0176753620836545,0.766592898051981,0.00871759503428133
"178","Ireland",0.0144396694214877,0.767365289256198,0.0106314049586777
