"","country","FracGroups","FracParties","MeasuredSeg_transport"
"158","India",0.85614474718087,0.812058017796088,0.514914576652721
"34","Indonesia",0.852494645134139,0.809027581485041,0.216210953448785
"144","Greece",0.0106948780205804,0.658125216788068,0.00630130650942305
"198","Uruguay",0.01063799365152,0.665332151334039,0.0080070919957677
