"country","mean_transport","sd_transport","mean_evwt","sd_evwt","mean_enp","mean_group_entropy"
"Hungary",0.0228908360899977,0.015909500821626,0.591863161963665,0.127545262592842,2.10487599929655,0.0879010368196004
"United Kingdom (Great Britain)",0.0215383860644849,NA,0.17283309917767,NA,2.16757052996654,0.17030929041263
"Georgia",0.0204888888888889,0.000188561808316367,0.250620380743839,0.207177671422486,1.98157420812307,0.157529565585738
"Kazakhstan",0.0192855577470962,NA,0.0619335128815683,NA,1.11048917011438,0.370047878875158
"Mexico",0.0154969041698775,0.00764639739870609,0.323770159211926,0.102713292702257,3.87800484875055,0.165677910200522
"Malta",0.0124869927159209,NA,0.0555555555555556,NA,1.98144329896907,0.496622111715349
"Cambodia",0.0105130253291762,NA,0.178010471204189,NA,1.65348728217801,0.195909270873605
"China, People's Republic of",0.01034570363958,NA,0.0492057351813969,NA,1.24398761437771,0.145550232773739
"Italy",0.00630889392794152,NA,0.996815286624204,NA,4.68042452830189,0.0309193988572125
"Egypt",0.00595693887662719,NA,0.358037225042301,NA,3.83246660768617,0.073526193009995
"Cape Verde",0.00549316406250003,NA,0.354330708661417,NA,1.89148002770723,0.103843650603946
"Yemen",0.00409577819785758,0.00579230507588222,0.192592592592593,NA,1.75876529329592,0.0793639039869882
"Puerto Rico",0.00390625,0.0055242717280199,0.0333333333333333,0.0471404520791032,1.30166579906299,0.412395395545213
"Tajikistan",0.00369929977539967,NA,0.0823529411764706,NA,1.18025884921254,0.147310666930454
"Tunisia",0.00187133677000215,NA,0.223628691983122,NA,1.62826261929401,0.0390817549795328
"Costa Rica",0,NA,NA,NA,3.6042654028436,0
"Iceland",0,NA,NA,NA,3.86666666666667,0
"Ireland",0,NA,NA,NA,3.41617288253747,0.0621143557897685
"Japan",0,0,NA,NA,2.26850418587669,0
"Lesotho",0,NA,NA,NA,2.97356828193833,0
"Luxembourg",0,NA,NA,NA,2.81739130434783,0.087074239217577
"Norway",0,NA,NA,NA,4.23112128146453,0
"Palestinian Territory, Occupied",0,0,NA,NA,1.63900589721988,0
"Poland",0,NA,NA,NA,2.27585967349774,0.02922737572425
"Portugal",0,NA,NA,NA,2.97845446710715,0
"Somaliland",0,NA,NA,NA,2.75938189845475,0
"South Korea",0,0,NA,NA,2.89095095865664,0
"Turkmenistan",0,NA,NA,NA,1,0.278823224936853
"United Arab Emirates",0,NA,NA,NA,1,0
"Uruguay",0,NA,NA,NA,2.84599797365755,0.0461924401296261
