"","country","FracGroups","FracParties","MeasuredSeg_transport"
"66","Botswana",0.422783933518006,0.453947368421053,0.0926246537396122
"135","South Africa",0.426128156695926,0.460270471897271,0.231543943746925
"114","Greece",0.0106948780205804,0.658125216788068,0.00630130650942305
"98","Uruguay",0.01063799365152,0.665332151334039,0.0080070919957677
