"","country","FracGroups","FracParties","MeasuredSeg_transport"
"229","Netherlands",0.444444444444444,0.666666666666667,0.444444444444444
"261","Panama",0.447916666666667,0.665344177742511,0.10553461614759
"100","France",0.0109620402323036,0.534587997643296,0.00257217405942262
"116","Greece",0.0106948780205804,0.532142444213204,0.00381546999653139
